Date,Allegany_cases,Anne Arundel_cases,Baltimore_cases,Calvert_cases,Caroline_cases,Carroll_cases,Cecil_cases,Charles_cases,Dorchester_cases,Frederick_cases,Garrett_cases,Harford_cases,Howard_cases,Kent_cases,Montgomery_cases,Prince George_cases,Queen Anne_cases,St. Mary_cases,Somerset_cases,Talbot_cases,Washington_cases,Wicomico_cases,Worcester_cases,Baltimore City_cases,Allegany_deaths,Anne Arundel_deaths,Baltimore_deaths,Calvert_deaths,Caroline_deaths,Carroll_deaths,Cecil_deaths,Charles_deaths,Dorchester_deaths,Frederick_deaths,Garrett_deaths,Harford_deaths,Howard_deaths,Kent_deaths,Montgomery_deaths,Prince George_deaths,Queen Anne_deaths,St. Mary_deaths,Somerset_deaths,Talbot_deaths,Washington_deaths,Wicomico_deaths,Worcester_deaths,Baltimore City_deaths
9/13/2020,421,9119,16724,862,609,1852,911,2570,527,3742,68,2811,4768,290,21167,27683,607,1193,219,510,1493,1770,940,15254,22,240,611,28,3,123,31,95,9,128,1,75,119,24,834,813,26,57,4,5,35,48,26,473
9/14/2020,424,9191,16797,874,609,1863,918,2591,530,3756,68,2834,4787,291,21281,27760,612,1197,220,512,1506,1778,948,15299,22,240,612,28,3,123,31,95,9,128,1,75,119,24,834,813,26,57,4,5,35,48,26,473
9/15/2020,429,9302,16905,881,612,1871,942,2607,538,3785,71,2846,4809,293,21375,27891,613,1202,225,515,1525,1819,953,15236,22,240,613,28,3,123,31,95,9,128,1,75,119,24,835,813,26,57,4,5,35,48,26,474
9/16/2020,431,9398,17165,885,620,1881,949,2628,546,3811,70,2865,4843,289,21467,28034,618,1217,227,519,1546,1833,961,15085,22,241,614,28,3,123,32,96,9,129,1,75,119,24,835,814,26,57,4,5,36,48,26,476
9/17/2020,435,9452,17221,898,620,1888,964,2646,554,3834,71,2883,4863,293,21574,28202,626,1232,238,520,1556,1846,974,15129,22,242,614,28,3,123,32,96,10,129,1,76,119,24,836,817,26,57,4,5,36,48,26,478
9/18/2020,439,9504,17288,901,622,1891,968,2664,557,3851,71,2900,4881,293,21640,28361,630,1241,240,524,1589,1855,975,15177,22,242,617,28,4,123,33,97,10,129,1,76,119,24,837,817,26,57,4,5,36,48,26,478
9/19/2020,443,9559,17365,905,632,1900,985,2686,568,3896,72,2915,4912,295,21760,28495,634,1248,244,528,1627,1879,992,15204,22,244,617,28,4,124,33,98,10,129,1,76,120,24,837,816,26,57,4,5,36,48,26,480
9/20/2020,444,9622,17423,907,634,1909,997,2694,571,3914,72,2931,4941,295,21814,28555,637,1253,244,539,1646,1893,995,15226,22,244,619,28,4,124,33,98,10,129,1,76,120,24,838,816,26,57,4,5,36,48,26,482
9/21/2020,447,9677,17486,913,636,1912,1010,2703,575,3935,72,2937,4961,296,21877,28629,638,1259,246,542,1654,1902,1002,15259,22,244,619,28,4,124,33,99,10,129,1,76,120,24,838,816,26,57,4,5,37,48,26,483
9/22/2020,450,9713,17523,914,638,1917,1017,2716,578,3938,72,2945,4968,297,21933,28715,640,1257,246,543,1676,1914,1010,15292,22,245,619,28,5,124,33,99,10,130,1,76,122,24,841,818,26,57,4,5,37,48,26,482
9/23/2020,454,9759,17579,920,638,1920,1025,2725,578,3958,72,2945,4983,298,22002,28784,645,1259,251,543,1691,1919,1020,15329,22,245,621,28,5,125,33,99,10,131,1,76,123,24,841,821,26,57,4,6,37,48,26,483
9/24/2020,459,9812,17655,928,640,1925,1034,2737,582,3975,72,2963,4997,300,22078,28887,650,1262,252,549,1705,1936,1028,15374,22,246,621,28,6,124,34,100,10,131,1,76,123,24,841,822,26,57,4,6,37,48,26,484
9/25/2020,460,9873,17720,933,640,1937,1038,2745,587,3995,72,2986,5013,300,22185,28995,652,1274,263,551,1720,1949,1040,15431,22,246,622,28,6,125,35,101,10,131,1,76,123,24,842,825,26,57,4,6,37,48,26,486
9/26/2020,461,9933,17782,939,644,1944,1056,2753,592,4019,72,3008,5034,303,22275,29130,654,1288,272,555,1770,1959,1045,15484,22,247,622,28,7,126,35,101,10,131,1,76,122,24,844,827,26,57,4,6,37,48,26,487
9/27/2020,463,9969,17837,942,646,1948,1057,2759,593,4037,74,3021,5061,304,22360,29210,659,1291,276,559,1787,1975,1050,15525,22,248,623,28,7,126,35,101,10,131,1,76,122,24,844,827,26,57,5,6,37,48,27,487
9/28/2020,464,10027,17902,950,652,1952,1068,2770,593,4054,74,3039,5082,304,22421,29305,662,1302,278,565,1794,1992,1048,15582,23,248,626,28,7,126,35,101,10,132,1,76,122,24,847,828,26,57,5,6,37,48,27,487
9/29/2020,473,10073,17939,961,654,1957,1079,2779,594,4073,74,3045,5098,303,22512,29416,666,1306,276,565,1811,1998,1053,15606,23,248,630,28,7,126,35,101,10,133,1,76,122,24,848,828,26,57,5,6,38,48,27,485
9/30/2020,474,10117,17994,972,657,1965,1085,2798,594,4088,74,3060,5120,305,22584,29494,666,1310,277,568,1827,2009,1058,15629,23,250,632,28,7,126,35,101,10,133,1,76,122,24,849,828,26,57,5,6,39,48,27,486
10/1/2020,484,10186,18148,980,659,1975,1090,2819,598,4117,75,3086,5149,305,22679,29617,669,1317,282,570,1837,2016,1059,15793,23,251,632,28,7,126,35,101,10,133,1,76,122,24,849,827,26,57,4,6,39,49,28,486
10/2/2020,484,10264,18213,994,661,1987,1108,2829,608,4144,76,3101,5172,305,22810,29791,674,1330,289,574,1848,2025,1071,15864,23,252,632,28,7,126,35,101,10,133,1,76,122,24,851,827,26,57,5,6,39,49,29,486
10/3/2020,492,10323,18285,1001,662,2000,1118,2841,613,4175,76,3124,5217,308,22893,29905,677,1337,295,577,1857,2056,1089,15898,23,252,632,28,7,126,35,101,10,133,1,76,123,24,849,828,26,57,4,6,39,49,30,486
10/4/2020,492,10376,18354,1005,662,2003,1120,2851,614,4191,76,3141,5234,309,22976,30004,680,1343,299,578,1861,2085,1082,15954,23,252,634,28,7,126,35,101,10,133,1,76,123,24,849,830,26,58,4,6,39,49,30,486
10/5/2020,495,10429,18409,1009,664,2008,1125,2860,615,4219,76,3148,5262,309,23079,30088,682,1348,311,579,1862,2100,1091,16023,23,252,634,28,7,126,35,101,10,133,1,76,123,24,850,830,26,58,4,6,40,49,30,486
10/6/2020,498,10473,18455,1019,666,2022,1127,2869,616,4225,76,3167,5276,311,23135,30153,684,1357,323,579,1897,2117,1103,16056,23,252,637,28,7,126,35,101,10,133,1,76,123,24,850,831,26,58,4,6,41,49,30,486
10/7/2020,501,10527,18522,1032,668,2034,1134,2878,617,4249,76,3191,5292,315,23194,30226,688,1360,325,578,1917,2135,1105,16100,23,254,639,28,7,126,35,101,10,134,1,76,122,24,851,831,26,58,4,6,41,49,30,488
10/8/2020,504,10572,18668,1041,674,2043,1139,2888,622,4279,76,3207,5322,316,23293,30356,691,1363,329,584,1926,2157,1112,16263,23,254,640,28,7,126,36,101,10,134,1,76,123,24,852,833,26,58,4,6,41,49,30,489
10/9/2020,506,10655,18792,1047,677,2051,1148,2904,625,4297,76,3227,5357,318,23403,30502,691,1361,335,583,1955,2175,1120,16354,23,255,642,28,7,126,36,101,10,134,1,76,123,24,854,833,26,58,4,6,41,49,30,491
10/10/2020,513,10732,18887,1057,680,2069,1163,2922,633,4314,79,3246,5391,320,23505,30621,699,1363,341,583,1972,2190,1125,16390,23,255,642,28,7,126,36,101,10,134,1,76,123,24,855,833,26,58,4,6,41,49,30,491
10/11/2020,524,10787,18974,1066,683,2079,1168,2935,639,4340,81,3262,5422,322,23601,30692,704,1370,342,587,1986,2216,1129,16448,23,257,645,28,8,126,36,101,10,135,1,77,123,24,855,836,26,58,4,6,41,49,30,493
10/12/2020,525,10875,19043,1073,683,2086,1172,2942,642,4359,82,3272,5459,322,23696,30762,704,1371,343,589,1993,2230,1130,16508,23,257,645,28,8,126,36,101,10,135,1,77,123,24,855,837,26,59,4,6,41,49,30,493
10/13/2020,528,10915,19102,1074,684,2092,1179,2947,642,4379,82,3288,5473,325,23817,30878,705,1373,345,589,2008,2242,1133,16543,23,258,647,28,8,126,36,101,10,135,1,77,123,24,856,839,26,59,4,6,41,49,30,494
10/14/2020,536,10986,19176,1078,686,2099,1190,2962,644,4399,87,3317,5487,325,23926,30969,711,1375,358,593,2039,2248,1143,16584,23,260,647,28,8,127,36,101,10,135,1,77,123,24,859,840,26,59,4,6,41,49,30,495
10/15/2020,538,11053,19275,1082,688,2108,1192,2983,653,4436,88,3335,5508,326,24015,31102,714,1382,363,596,2054,2259,1151,16647,23,262,649,28,8,128,36,101,10,137,1,77,123,24,860,841,26,59,5,6,42,49,30,494
10/16/2020,543,11151,19403,1098,687,2120,1244,2991,661,4464,94,3353,5534,326,24174,31210,719,1385,368,602,2075,2287,1159,16681,23,262,650,28,8,128,36,101,10,137,1,77,123,24,860,841,26,59,5,6,42,49,30,495
10/17/2020,551,11222,19494,1113,699,2128,1262,3007,679,4498,96,3374,5566,326,24291,31367,725,1392,377,610,2093,2320,1164,16773,23,263,653,28,8,128,36,101,10,137,1,77,123,24,860,843,26,59,5,6,42,49,30,496
10/18/2020,561,11265,19565,1117,704,2137,1269,3018,687,4519,100,3395,5580,329,24395,31442,734,1395,383,619,2099,2337,1165,16842,23,263,653,28,8,128,36,101,10,137,1,78,123,24,860,845,26,59,5,6,42,49,30,496
10/19/2020,569,11336,19646,1120,704,2141,1275,3029,695,4534,105,3417,5605,332,24466,31497,736,1400,387,621,2108,2357,1168,16906,23,263,653,29,8,128,36,101,10,137,1,78,124,24,860,846,26,59,5,6,42,49,30,496
10/20/2020,587,11391,19749,1132,710,2152,1284,3041,711,4546,106,3430,5628,332,24560,31617,740,1409,395,623,2116,2374,1174,16937,23,264,654,29,8,128,36,101,10,137,1,79,124,24,861,846,26,59,5,6,42,49,30,496
10/21/2020,594,11433,19799,1141,713,2159,1291,3050,715,4559,108,3448,5647,334,24664,31695,742,1416,398,627,2137,2385,1181,17000,23,265,656,29,8,128,36,101,10,138,1,80,124,24,862,848,26,59,5,6,42,49,30,497
10/22/2020,604,11514,19897,1145,721,2168,1299,3067,735,4581,115,3482,5684,336,24772,31844,743,1420,401,631,2158,2397,1186,17079,23,266,658,29,8,129,36,101,10,138,1,80,124,24,863,852,26,59,6,6,42,49,30,498
10/23/2020,614,11568,19980,1153,726,2175,1307,3078,742,4610,117,3492,5716,338,24877,31999,758,1429,404,636,2182,2418,1191,17181,23,267,661,29,8,129,36,101,10,137,1,80,124,24,863,853,26,60,6,6,42,49,30,499
10/24/2020,624,11645,20108,1158,729,2192,1310,3090,761,4643,123,3513,5743,338,24984,32121,762,1443,409,636,2211,2434,1198,17312,23,268,662,29,8,129,36,102,10,138,1,81,124,24,864,853,26,60,6,6,42,50,30,501
10/25/2020,635,11724,20208,1162,732,2202,1322,3113,769,4678,126,3529,5777,338,25147,32225,767,1452,410,641,2229,2451,1202,17440,23,270,665,29,8,129,36,102,10,138,1,81,126,25,867,853,26,60,6,6,43,50,31,501
10/26/2020,646,11778,20273,1170,736,2211,1325,3136,775,4700,130,3541,5801,340,25281,32292,768,1459,410,643,2239,2480,1204,17506,23,272,665,29,8,129,36,102,10,138,1,81,126,25,867,854,26,60,6,6,43,50,31,501
10/27/2020,660,11872,20419,1176,740,2219,1340,3154,779,4721,139,3555,5845,342,25438,32499,773,1470,419,645,2252,2493,1210,17581,24,272,665,29,8,129,36,102,10,139,1,81,126,25,869,854,26,60,6,6,44,51,31,501
10/28/2020,679,11921,20510,1184,740,2231,1348,3168,782,4748,142,3583,5865,343,25562,32648,777,1475,421,647,2281,2494,1212,17664,24,273,666,29,8,129,36,102,10,139,1,81,126,25,870,859,26,60,6,6,44,51,31,502
10/29/2020,693,12040,20670,1188,750,2258,1354,3187,797,4786,147,3612,5894,343,25692,32800,784,1497,427,651,2304,2519,1220,17774,24,274,669,29,8,129,36,102,11,139,1,81,127,25,872,859,26,60,6,6,44,51,31,502
10/30/2020,735,12115,20867,1195,753,2278,1365,3208,808,4826,147,3649,5930,343,25831,32937,798,1501,435,655,2327,2539,1222,17850,24,275,672,29,8,129,36,102,12,139,1,82,127,25,872,859,26,60,6,6,46,51,31,504
10/31/2020,766,12202,21017,1204,760,2294,1372,3226,821,4857,150,3680,5959,346,25993,33111,802,1504,438,658,2358,2554,1233,17976,24,278,673,29,8,129,36,102,12,139,1,82,127,25,873,863,26,60,6,6,46,51,31,504
11/1/2020,775,12256,21194,1212,765,2301,1381,3247,829,4909,150,3726,5988,348,26114,33248,804,1507,439,660,2378,2572,1242,18100,24,281,675,29,8,130,36,102,12,139,1,82,128,25,873,863,26,60,6,6,47,51,31,506
11/2/2020,791,12361,21349,1216,767,2311,1390,3263,833,4936,154,3747,6019,348,26277,33360,806,1510,451,662,2393,2590,1249,18211,24,282,676,29,8,130,36,102,12,139,1,82,128,25,874,863,26,60,6,6,47,51,31,506
11/3/2020,845,12448,21479,1224,767,2330,1398,3273,835,4951,161,3768,6059,349,26398,33488,812,1515,454,662,2404,2601,1253,18292,24,282,676,29,8,130,36,102,12,140,1,82,128,25,876,863,26,60,6,6,47,52,31,508
11/4/2020,884,12540,21605,1230,767,2354,1407,3299,837,4987,165,3820,6085,349,26551,33651,818,1524,462,663,2445,2612,1254,18457,24,283,678,29,8,130,36,102,12,140,1,82,128,25,878,864,26,60,6,6,47,52,31,508
11/5/2020,923,12653,21795,1243,772,2364,1427,3324,839,5030,168,3873,6132,353,26777,33821,822,1529,476,668,2479,2628,1258,18610,25,283,681,29,8,130,36,102,12,140,1,82,128,25,882,865,26,60,6,6,47,52,31,509
11/6/2020,972,12795,22046,1265,774,2396,1439,3377,848,5069,172,3948,6195,354,26996,34070,826,1558,484,668,2514,2647,1268,18824,26,283,681,29,8,130,36,102,12,140,1,82,128,25,886,869,26,60,6,6,47,52,31,511
11/7/2020,1023,12970,22267,1270,777,2421,1459,3419,858,5116,174,3999,6261,355,27169,34246,835,1571,489,670,2557,2671,1273,19065,26,283,683,29,8,130,36,102,12,140,1,83,128,25,888,869,26,60,7,6,47,52,31,515
11/8/2020,1051,13067,22427,1274,778,2451,1466,3443,869,5166,181,4076,6302,355,27342,34384,837,1591,492,673,2612,2687,1276,19196,26,283,684,29,9,130,36,102,13,140,1,84,129,25,889,870,26,60,7,6,47,52,31,515
11/9/2020,1119,13224,22668,1283,781,2474,1473,3484,873,5211,189,4130,6376,355,27546,34589,840,1601,495,674,2632,2714,1282,19358,26,283,686,29,9,130,36,102,13,140,1,84,129,25,892,871,26,60,7,6,47,52,31,517
11/10/2020,1156,13335,22864,1294,783,2504,1489,3516,874,5257,194,4188,6443,360,27731,34856,848,1608,506,674,2664,2728,1288,19549,28,283,688,29,9,130,36,102,13,140,1,84,129,25,896,873,26,60,7,6,47,52,31,517
11/11/2020,1245,13495,23104,1300,785,2551,1508,3553,878,5318,209,4272,6517,363,27969,35146,856,1630,510,678,2725,2741,1302,19768,29,284,688,29,9,130,37,102,13,140,1,84,130,25,899,876,26,60,7,6,49,54,31,519
11/12/2020,1273,13595,23392,1313,786,2592,1526,3592,886,5373,211,4329,6581,366,28146,35336,870,1651,517,685,2787,2776,1311,20006,29,286,690,29,9,130,37,104,13,140,1,85,131,25,901,878,26,60,8,7,49,54,31,520
11/13/2020,1399,13751,23682,1341,798,2615,1539,3616,898,5441,240,4408,6656,369,28385,35666,885,1670,529,689,2875,2800,1320,20197,29,287,691,30,9,130,37,104,13,140,1,85,131,25,903,880,27,60,8,7,49,54,31,522
11/14/2020,1520,13948,24013,1350,804,2682,1570,3670,905,5495,274,4532,6731,370,28727,36052,902,1702,532,697,2955,2849,1340,20470,31,288,692,30,9,131,37,104,13,140,1,85,131,25,905,883,27,60,8,7,51,54,32,523
11/15/2020,1606,14129,24285,1365,810,2703,1596,3717,910,5565,305,4616,6791,372,28989,36269,908,1731,540,708,3038,2884,1356,20737,32,288,692,30,9,131,37,104,14,141,1,86,132,25,909,889,27,60,8,7,52,55,32,527
11/16/2020,1664,14307,24594,1373,819,2737,1640,3738,911,5616,312,4749,6843,374,29205,36486,927,1749,541,715,3070,2914,1362,21010,33,288,692,30,9,131,37,104,14,141,1,86,132,25,912,890,27,60,8,7,53,55,32,528
11/17/2020,1771,14480,24897,1388,823,2780,1669,3790,918,5703,328,4828,6945,376,29571,36905,937,1771,575,719,3112,2956,1376,21186,35,288,695,30,9,131,37,104,14,141,1,87,132,25,915,894,27,60,8,7,54,55,32,531
11/18/2020,1889,14660,25253,1402,825,2845,1694,3831,919,5778,366,4959,7005,377,29833,37184,946,1786,584,723,3187,2992,1376,21409,39,288,698,31,9,132,37,104,14,142,1,88,132,25,916,899,27,60,8,7,55,55,33,532
11/19/2020,1990,14931,25753,1430,839,2880,1744,3880,929,5859,408,5102,7106,387,30298,37581,963,1815,609,726,3295,3033,1392,21783,44,288,700,31,9,133,37,104,14,144,2,88,133,25,919,902,27,60,8,7,56,55,33,532
11/20/2020,2115,15103,26088,1439,844,2930,1795,3938,932,5943,447,5184,7201,391,30580,38053,990,1851,636,733,3409,3071,1403,22010,46,291,701,31,9,134,37,104,15,144,3,89,134,25,922,902,27,60,8,7,57,55,35,533
11/21/2020,2282,15294,26583,1456,860,2978,1820,3990,950,6036,470,5344,7340,399,30882,38428,1001,1889,727,742,3509,3112,1413,22466,48,294,703,31,9,134,38,104,15,146,3,89,134,25,929,906,27,61,8,7,58,55,35,538
11/22/2020,2421,15471,26967,1468,869,3020,1857,4025,961,6139,496,5461,7398,404,31176,38699,1010,1935,742,749,3601,3148,1415,22699,52,294,703,31,9,134,38,104,15,146,3,90,134,25,931,907,27,61,8,7,59,55,35,540
11/23/2020,2493,15587,27223,1480,878,3052,1890,4065,968,6198,504,5537,7488,410,31389,38985,1027,1949,743,761,3651,3172,1415,22932,55,296,706,32,9,134,38,104,15,146,4,90,135,25,932,907,27,61,8,7,60,56,36,543
11/24/2020,2593,15715,27402,1495,890,3092,1923,4104,970,6267,545,5600,7542,413,31622,39297,1033,1983,761,781,3710,3214,1425,23087,59,296,711,33,10,134,40,104,15,146,4,93,136,25,935,909,27,61,8,7,61,57,36,545
11/25/2020,2734,15939,27780,1521,902,3135,1944,4158,970,6385,612,5714,7638,416,32005,39790,1045,2012,777,786,3847,3261,1429,23361,60,297,717,33,10,134,40,104,15,146,4,95,137,25,936,913,27,61,8,7,63,58,36,548
11/26/2020,2830,16114,28146,1528,919,3174,1979,4184,988,6485,657,5805,7803,425,32259,40095,1049,2028,810,793,3982,3305,1440,23682,64,297,722,36,10,135,42,104,15,146,4,95,139,25,939,921,27,61,8,7,69,59,36,554
11/27/2020,2962,16297,28504,1537,938,3222,2023,4254,996,6575,682,5875,7917,428,32601,40479,1061,2063,823,801,4074,3348,1443,23955,64,297,726,36,10,135,42,104,15,146,4,95,139,25,944,923,27,61,8,7,69,59,36,558
11/28/2020,3028,16404,28752,1555,945,3254,2045,4276,998,6660,701,5940,7961,435,32790,40797,1074,2075,886,805,4116,3377,1454,24120,69,297,731,37,10,135,42,104,15,148,4,96,143,25,947,925,27,61,9,7,69,59,36,562
11/29/2020,3093,16585,29008,1583,952,3291,2078,4317,1004,6773,728,6026,8066,438,33103,41067,1083,2118,910,811,4240,3402,1462,24309,71,297,732,37,10,136,42,104,15,150,5,98,145,25,951,927,27,61,9,7,70,59,36,565
11/30/2020,3168,16742,29315,1598,972,3327,2109,4391,1011,6871,755,6099,8155,448,33400,41297,1097,2153,918,819,4281,3440,1483,24521,72,297,735,37,10,136,42,104,15,150,5,98,146,25,954,931,27,62,9,7,71,59,38,567
12/1/2020,3366,16919,29645,1611,983,3366,2156,4434,1021,6949,788,6160,8252,466,33905,41857,1108,2174,1061,824,4375,3462,1491,24762,74,297,740,37,10,138,42,104,15,150,6,103,148,25,960,936,27,62,9,7,73,59,38,568
12/2/2020,3466,17166,29897,1635,990,3415,2199,4502,1030,7123,817,6234,8343,467,34159,42190,1111,2210,1102,830,4469,3490,1504,25006,80,297,743,38,10,138,47,104,16,150,8,104,149,25,966,938,27,62,9,7,77,59,39,577
12/3/2020,3597,17318,30187,1660,1003,3442,2242,4522,1034,7249,874,6294,8410,472,34425,42458,1135,2240,1117,836,4570,3530,1514,25270,84,300,756,39,10,142,49,105,17,152,8,106,150,25,970,943,27,64,9,7,79,59,39,581
12/4/2020,3900,17627,30671,1687,1030,3517,2288,4593,1045,7425,915,6405,8561,486,35056,43000,1159,2295,1127,848,4764,3570,1536,25686,87,300,763,39,10,142,50,105,17,152,8,108,153,25,977,948,27,65,9,7,81,60,39,591
12/5/2020,3933,17958,31077,1705,1039,3594,2347,4666,1061,7577,943,6519,8719,500,35538,43635,1191,2335,1151,872,4890,3619,1563,25952,87,303,764,39,10,142,51,105,17,154,9,109,153,25,980,949,27,66,9,7,82,60,39,592
12/6/2020,4071,18193,31416,1724,1047,3681,2391,4717,1085,7719,976,6574,8813,507,35998,44057,1205,2395,1171,880,4991,3640,1582,26194,87,303,772,39,10,142,52,105,17,154,9,111,155,25,983,954,27,66,9,7,82,60,39,594
12/7/2020,4101,18429,31708,1746,1065,3728,2435,4752,1085,7852,999,6634,8912,510,36449,44402,1222,2419,1183,892,5111,3681,1595,26419,89,304,773,39,10,142,52,105,17,154,9,114,155,25,990,961,27,67,9,7,83,60,39,594
12/8/2020,4204,18646,32014,1766,1086,3796,2514,4804,1091,7952,1024,6704,9004,513,36851,44894,1236,2486,1351,904,5190,3725,1613,26593,97,307,781,39,10,146,53,106,17,154,13,115,156,25,993,964,27,69,9,7,86,60,39,594
12/9/2020,4321,18914,32387,1801,1090,3843,2598,4886,1098,8074,1058,6769,9124,515,37194,45345,1250,2539,1372,910,5288,3747,1633,26897,104,308,788,40,10,146,54,108,17,155,14,115,161,25,1000,969,27,69,9,7,88,61,39,606
12/10/2020,4378,19255,32853,1812,1104,3882,2644,4945,1129,8226,1095,6904,9280,523,37738,45871,1277,2572,1380,922,5425,3796,1647,27197,109,310,801,40,10,148,54,109,17,155,15,116,163,25,1002,974,27,70,9,7,90,61,39,611
12/11/2020,4441,19547,33125,1822,1130,3934,2674,4994,1135,8363,1116,6978,9388,533,38190,46335,1315,2608,1391,931,5572,3824,1661,27464,113,310,806,41,10,151,55,112,17,156,15,118,163,25,1012,974,27,73,9,7,92,62,40,620
12/12/2020,4590,19866,33539,1849,1148,4056,2785,5070,1152,8550,1146,7096,9536,550,38812,46877,1337,2665,1411,947,5679,3868,1684,27796,116,310,815,42,10,153,56,112,17,159,17,119,163,25,1017,985,27,75,11,7,94,64,40,621
12/13/2020,4612,20171,33850,1867,1156,4140,2820,5142,1164,8687,1153,7192,9633,562,39316,47288,1346,2686,1426,959,5804,3921,1706,28046,117,311,821,42,10,153,57,112,17,160,19,119,164,25,1022,993,27,75,12,7,95,64,40,624
12/14/2020,4629,20389,34109,1893,1171,4197,2868,5183,1175,8820,1161,7256,9711,575,39721,47682,1365,2730,1429,966,5974,3960,1727,28270,117,313,823,42,10,153,57,113,17,160,20,119,164,25,1024,994,27,75,13,7,95,66,40,628
12/15/2020,4737,20548,34407,1916,1182,4260,2923,5234,1177,8966,1169,7357,9783,583,40062,48232,1368,2765,1488,972,6088,3990,1748,28407,122,318,828,42,10,153,59,114,17,163,23,122,166,25,1034,999,27,76,13,7,98,69,40,630
12/16/2020,4848,20730,34702,1924,1187,4310,2948,5289,1182,9081,1227,7442,9855,589,40500,48718,1378,2789,1504,975,6213,4018,1772,28586,126,319,841,43,10,153,63,115,17,165,28,126,166,26,1039,1007,27,77,14,7,103,69,42,635
12/17/2020,4919,20941,35002,1939,1190,4410,2984,5322,1194,9241,1244,7514,9912,594,40747,49068,1386,2827,1520,986,6350,4054,1787,28853,128,321,850,43,10,153,63,115,17,165,30,129,166,26,1053,1011,27,77,15,7,108,69,42,641
12/18/2020,4983,21223,35283,1968,1195,4468,3024,5383,1212,9380,1258,7590,10027,613,41172,49565,1406,2867,1549,999,6457,4095,1816,29020,134,324,854,43,10,154,64,116,17,168,30,130,169,26,1057,1018,27,78,15,7,111,70,42,649
12/19/2020,5006,21455,35531,1975,1205,4540,3091,5445,1224,9516,1291,7651,10116,621,41486,49982,1438,2883,1575,1009,6582,4134,1842,29156,135,328,861,44,10,155,65,117,17,170,31,131,170,26,1059,1025,27,80,15,7,116,72,42,657
12/20/2020,5050,21674,35819,1994,1215,4594,3146,5492,1257,9613,1306,7750,10196,630,41780,50319,1449,2923,1577,1018,6628,4184,1863,29331,140,329,867,45,10,156,65,117,17,170,34,133,170,26,1060,1036,27,81,16,7,118,72,42,664
12/21/2020,5071,21924,36058,2015,1218,4641,3193,5535,1266,9763,1312,7826,10284,646,42171,50643,1462,2946,1579,1030,6799,4233,1880,29578,142,335,874,45,10,157,65,117,17,170,36,134,171,26,1064,1037,27,81,19,7,120,72,43,668
12/22/2020,5123,22120,36334,2032,1231,4705,3256,5592,1281,9876,1325,7911,10370,661,42551,51006,1478,2958,1617,1046,6885,4271,1903,29865,145,337,880,45,10,158,65,117,17,171,36,137,173,26,1069,1042,27,82,19,7,125,72,43,671
12/23/2020,5172,22366,36582,2055,1232,4763,3270,5664,1290,10065,1339,7979,10463,664,42975,51462,1495,2982,1630,1055,7024,4319,1936,30080,146,342,889,45,10,159,67,117,18,171,37,139,173,26,1076,1046,27,82,19,7,129,73,44,677
12/24/2020,5204,22710,36897,2074,1241,4822,3316,5717,1295,10288,1358,8060,10604,674,43454,51912,1507,3046,1642,1065,7214,4362,1976,30290,150,344,894,45,10,161,69,117,18,174,37,142,174,26,1080,1051,27,83,20,7,136,73,44,688
12/25/2020,5248,22981,37098,2105,1260,4865,3361,5768,1301,10473,1392,8112,10719,681,43918,52363,1531,3064,1655,1071,7342,4408,2004,30440,151,347,899,45,10,163,70,117,18,175,41,144,176,27,1092,1061,27,83,20,7,136,74,44,687
12/26/2020,5261,23253,37356,2124,1263,4906,3425,5809,1308,10575,1404,8194,10769,688,44287,52767,1543,3106,1684,1094,7537,4447,2028,30612,151,349,905,45,10,163,71,117,19,177,42,149,176,27,1093,1063,27,83,20,7,136,75,44,691
12/27/2020,5269,23408,37549,2153,1275,4944,3447,5853,1319,10670,1414,8253,10822,695,44640,53043,1560,3129,1690,1104,7642,4480,2062,30777,151,351,906,45,10,165,71,117,19,179,43,150,176,27,1098,1065,27,83,20,7,138,75,45,693
12/28/2020,5276,23634,37799,2164,1281,4970,3470,5892,1323,10788,1421,8323,10898,713,45050,53338,1576,3144,1697,1121,7730,4515,2071,30989,151,352,909,45,10,165,71,119,19,182,44,151,176,27,1104,1069,27,84,20,7,138,75,46,695
12/29/2020,5324,23789,37971,2186,1288,5053,3506,5922,1334,10891,1424,8371,10986,718,45341,53692,1591,3174,1771,1133,7827,4559,2087,31123,151,356,916,45,10,165,72,120,21,182,45,154,176,27,1111,1072,28,84,21,7,142,76,46,699
12/30/2020,5374,24045,38280,2205,1295,5101,3535,5987,1337,11100,1439,8475,11088,722,45791,54127,1614,3202,1781,1135,8005,4617,2122,31312,153,362,925,45,10,164,74,122,21,189,50,158,177,27,1120,1079,28,83,21,8,147,76,46,701
12/31/2020,5404,24408,38657,2231,1319,5168,3568,6036,1372,11301,1456,8551,11222,737,46200,54581,1664,3255,1792,1164,8206,4675,2158,31537,153,365,933,45,10,165,74,124,22,194,50,164,180,27,1124,1085,28,87,22,8,149,77,48,704
1/1/2021,5474,24815,39001,2268,1341,5249,3620,6116,1382,11518,1487,8660,11363,742,46717,55139,1701,3308,1816,1185,8432,4752,2222,31911,154,367,942,46,10,167,75,124,22,196,51,168,181,27,1129,1089,28,89,22,8,153,78,48,711
1/2/2021,5504,25143,39351,2301,1360,5313,3687,6180,1397,11652,1492,8789,11486,763,47147,55694,1725,3356,1843,1221,8568,4818,2249,32132,154,369,946,46,10,167,77,125,23,196,51,169,181,28,1132,1096,28,89,22,8,155,78,49,716
